"date","fsa","dose","coverage"
2021-08-08,"L4E","dose_1",0.6973
2021-08-08,"L4E","dose_2",0.6298
2021-08-08,"L4E","dose_3",NA
2021-08-08,"L4G","dose_1",0.7264
2021-08-08,"L4G","dose_2",0.6622
2021-08-08,"L4G","dose_3",NA
2021-08-08,"L4H","dose_1",0.6626
2021-08-08,"L4H","dose_2",0.584
2021-08-08,"L4H","dose_3",NA
2021-08-08,"L4J","dose_1",0.7034
2021-08-08,"L4J","dose_2",0.6477
2021-08-08,"L4J","dose_3",NA
2021-08-08,"L4K","dose_1",0.7238
2021-08-08,"L4K","dose_2",0.648
2021-08-08,"L4K","dose_3",NA
2021-08-08,"L4L","dose_1",0.7178
2021-08-08,"L4L","dose_2",0.6437
2021-08-08,"L4L","dose_3",NA
2021-08-08,"L4M","dose_1",0.6946
2021-08-08,"L4M","dose_2",0.5843
2021-08-08,"L4M","dose_3",NA
2021-08-08,"L4N","dose_1",0.6681
2021-08-08,"L4N","dose_2",0.5767
2021-08-08,"L4N","dose_3",NA
2021-08-08,"L4P","dose_1",0.665
2021-08-08,"L4P","dose_2",0.573
2021-08-08,"L4P","dose_3",NA
2021-08-08,"L4R","dose_1",0.7176
2021-08-08,"L4R","dose_2",0.634
2021-08-08,"L4R","dose_3",NA
2021-08-08,"L4S","dose_1",0.7448
2021-08-08,"L4S","dose_2",0.6855
2021-08-08,"L4S","dose_3",NA
2021-08-08,"L4T","dose_1",0.7044
2021-08-08,"L4T","dose_2",0.5566
2021-08-08,"L4T","dose_3",NA
2021-08-08,"L4W","dose_1",0.6788
2021-08-08,"L4W","dose_2",0.6163
2021-08-08,"L4W","dose_3",NA
2021-08-08,"L4X","dose_1",0.6212
2021-08-08,"L4X","dose_2",0.5344
2021-08-08,"L4X","dose_3",NA
2021-08-08,"L4Y","dose_1",0.6549
2021-08-08,"L4Y","dose_2",0.5851
2021-08-08,"L4Y","dose_3",NA
2021-08-08,"L4Z","dose_1",0.6825
2021-08-08,"L4Z","dose_2",0.603
2021-08-08,"L4Z","dose_3",NA
2021-08-08,"L5A","dose_1",0.6409
2021-08-08,"L5A","dose_2",0.5547
2021-08-08,"L5A","dose_3",NA
2021-08-08,"L5B","dose_1",0.662
2021-08-08,"L5B","dose_2",0.5869
2021-08-08,"L5B","dose_3",NA
2021-08-08,"L5C","dose_1",0.6897
2021-08-08,"L5C","dose_2",0.613
2021-08-08,"L5C","dose_3",NA
2021-08-08,"L5E","dose_1",0.6765
2021-08-08,"L5E","dose_2",0.6128
2021-08-08,"L5E","dose_3",NA
2021-08-08,"L5G","dose_1",0.6958
2021-08-08,"L5G","dose_2",0.6362
2021-08-08,"L5G","dose_3",NA
2021-08-08,"L5H","dose_1",0.7201
2021-08-08,"L5H","dose_2",0.6684
2021-08-08,"L5H","dose_3",NA
2021-08-08,"L5J","dose_1",0.701
2021-08-08,"L5J","dose_2",0.6368
2021-08-08,"L5J","dose_3",NA
2021-08-08,"L5K","dose_1",0.6773
2021-08-08,"L5K","dose_2",0.6102
2021-08-08,"L5K","dose_3",NA
2021-08-08,"L5L","dose_1",0.7002
2021-08-08,"L5L","dose_2",0.6365
2021-08-08,"L5L","dose_3",NA
2021-08-08,"L5M","dose_1",0.7035
2021-08-08,"L5M","dose_2",0.6365
2021-08-08,"L5M","dose_3",NA
2021-08-08,"L5N","dose_1",0.7113
2021-08-08,"L5N","dose_2",0.6431
2021-08-08,"L5N","dose_3",NA
2021-08-08,"L5R","dose_1",0.7135
2021-08-08,"L5R","dose_2",0.6368
2021-08-08,"L5R","dose_3",NA
2021-08-08,"L5V","dose_1",0.7237
2021-08-08,"L5V","dose_2",0.6443
2021-08-08,"L5V","dose_3",NA
2021-08-08,"L5W","dose_1",0.7364
2021-08-08,"L5W","dose_2",0.6548
2021-08-08,"L5W","dose_3",NA
2021-08-08,"L6A","dose_1",0.6859
2021-08-08,"L6A","dose_2",0.6146
2021-08-08,"L6A","dose_3",NA
2021-08-08,"L6B","dose_1",0.7266
2021-08-08,"L6B","dose_2",0.6664
2021-08-08,"L6B","dose_3",NA
2021-08-08,"L6C","dose_1",0.74
2021-08-08,"L6C","dose_2",0.6891
2021-08-08,"L6C","dose_3",NA
2021-08-08,"L6E","dose_1",0.745
2021-08-08,"L6E","dose_2",0.6903
2021-08-08,"L6E","dose_3",NA
2021-08-08,"L6G","dose_1",0.7487
2021-08-08,"L6G","dose_2",0.6828
2021-08-08,"L6G","dose_3",NA
2021-08-08,"L6H","dose_1",0.7241
2021-08-08,"L6H","dose_2",0.6536
2021-08-08,"L6H","dose_3",NA
2021-08-08,"L6J","dose_1",0.7383
2021-08-08,"L6J","dose_2",0.6848
2021-08-08,"L6J","dose_3",NA
2021-08-08,"L6K","dose_1",0.7146
2021-08-08,"L6K","dose_2",0.6314
2021-08-08,"L6K","dose_3",NA
2021-08-08,"L6L","dose_1",0.735
2021-08-08,"L6L","dose_2",0.67
2021-08-08,"L6L","dose_3",NA
2021-08-08,"L6M","dose_1",0.7073
2021-08-08,"L6M","dose_2",0.6431
2021-08-08,"L6M","dose_3",NA
2021-08-08,"L6P","dose_1",0.7365
2021-08-08,"L6P","dose_2",0.6216
2021-08-08,"L6P","dose_3",NA
2021-08-08,"L6R","dose_1",0.7433
2021-08-08,"L6R","dose_2",0.6137
2021-08-08,"L6R","dose_3",NA
2021-08-08,"L6S","dose_1",0.7105
2021-08-08,"L6S","dose_2",0.6053
2021-08-08,"L6S","dose_3",NA
2021-08-08,"L6T","dose_1",0.6741
2021-08-08,"L6T","dose_2",0.556
2021-08-08,"L6T","dose_3",NA
2021-08-08,"L6V","dose_1",0.6765
2021-08-08,"L6V","dose_2",0.5632
2021-08-08,"L6V","dose_3",NA
2021-08-08,"L6W","dose_1",0.7062
2021-08-08,"L6W","dose_2",0.6031
2021-08-08,"L6W","dose_3",NA
2021-08-08,"L6X","dose_1",0.7077
2021-08-08,"L6X","dose_2",0.5937
2021-08-08,"L6X","dose_3",NA
2021-08-08,"L6Y","dose_1",0.7726
2021-08-08,"L6Y","dose_2",0.6406
2021-08-08,"L6Y","dose_3",NA
2021-08-08,"L6Z","dose_1",0.712
2021-08-08,"L6Z","dose_2",0.6125
2021-08-08,"L6Z","dose_3",NA
2021-08-08,"L7A","dose_1",0.6928
2021-08-08,"L7A","dose_2",0.5767
2021-08-08,"L7A","dose_3",NA
2021-08-08,"L7B","dose_1",0.6609
2021-08-08,"L7B","dose_2",0.5916
2021-08-08,"L7B","dose_3",NA
2021-08-08,"L7C","dose_1",0.7139
2021-08-08,"L7C","dose_2",0.6095
2021-08-08,"L7C","dose_3",NA
2021-08-08,"L7E","dose_1",0.6695
2021-08-08,"L7E","dose_2",0.5847
2021-08-08,"L7E","dose_3",NA
2021-08-08,"L7G","dose_1",0.7217
2021-08-08,"L7G","dose_2",0.6462
2021-08-08,"L7G","dose_3",NA
2021-08-08,"L7J","dose_1",0.7139
2021-08-08,"L7J","dose_2",0.6215
2021-08-08,"L7J","dose_3",NA
2021-08-08,"L7K","dose_1",0.696
2021-08-08,"L7K","dose_2",0.6062
2021-08-08,"L7K","dose_3",NA
2021-08-08,"L7L","dose_1",0.7353
2021-08-08,"L7L","dose_2",0.673
2021-08-08,"L7L","dose_3",NA
2021-08-08,"L7M","dose_1",0.7414
2021-08-08,"L7M","dose_2",0.6785
2021-08-08,"L7M","dose_3",NA
2021-08-08,"L7N","dose_1",0.7597
2021-08-08,"L7N","dose_2",0.6986
2021-08-08,"L7N","dose_3",NA
2021-08-08,"L7P","dose_1",0.7379
2021-08-08,"L7P","dose_2",0.6673
2021-08-08,"L7P","dose_3",NA
2021-08-08,"L7R","dose_1",0.7416
2021-08-08,"L7R","dose_2",0.6704
2021-08-08,"L7R","dose_3",NA
2021-08-08,"L7S","dose_1",0.7739
2021-08-08,"L7S","dose_2",0.7035
2021-08-08,"L7S","dose_3",NA
2021-08-08,"L7T","dose_1",0.7544
2021-08-08,"L7T","dose_2",0.6863
2021-08-08,"L7T","dose_3",NA
2021-08-08,"L8B","dose_1",0.7159
2021-08-08,"L8B","dose_2",0.6573
2021-08-08,"L8B","dose_3",NA
2021-08-08,"L8E","dose_1",0.6551
2021-08-08,"L8E","dose_2",0.5651
2021-08-08,"L8E","dose_3",NA
2021-08-08,"L8G","dose_1",0.7017
2021-08-08,"L8G","dose_2",0.6252
2021-08-08,"L8G","dose_3",NA
2021-08-08,"L8H","dose_1",0.6062
2021-08-08,"L8H","dose_2",0.5071
2021-08-08,"L8H","dose_3",NA
2021-08-08,"L8J","dose_1",0.6486
2021-08-08,"L8J","dose_2",0.5674
2021-08-08,"L8J","dose_3",NA
2021-08-08,"L8K","dose_1",0.6549
2021-08-08,"L8K","dose_2",0.5674
2021-08-08,"L8K","dose_3",NA
2021-08-08,"L8L","dose_1",0.59
2021-08-08,"L8L","dose_2",0.4809
2021-08-08,"L8L","dose_3",NA
2021-08-08,"L8M","dose_1",0.6292
2021-08-08,"L8M","dose_2",0.5352
2021-08-08,"L8M","dose_3",NA
2021-08-08,"L8N","dose_1",0.6658
2021-08-08,"L8N","dose_2",0.5524
2021-08-08,"L8N","dose_3",NA
2021-08-08,"L8P","dose_1",0.7445
2021-08-08,"L8P","dose_2",0.6686
2021-08-08,"L8P","dose_3",NA
2021-08-08,"L8R","dose_1",0.6553
2021-08-08,"L8R","dose_2",0.5373
2021-08-08,"L8R","dose_3",NA
2021-08-08,"L8S","dose_1",0.7957
2021-08-08,"L8S","dose_2",0.7034
2021-08-08,"L8S","dose_3",NA
2021-08-08,"L8T","dose_1",0.6972
2021-08-08,"L8T","dose_2",0.6129
2021-08-08,"L8T","dose_3",NA
2021-08-08,"L8V","dose_1",0.6865
2021-08-08,"L8V","dose_2",0.5989
2021-08-08,"L8V","dose_3",NA
2021-08-08,"L8W","dose_1",0.6663
2021-08-08,"L8W","dose_2",0.5821
2021-08-08,"L8W","dose_3",NA
2021-08-08,"L9A","dose_1",0.6864
2021-08-08,"L9A","dose_2",0.596
2021-08-08,"L9A","dose_3",NA
2021-08-08,"L9B","dose_1",0.7046
2021-08-08,"L9B","dose_2",0.6287
2021-08-08,"L9B","dose_3",NA
2021-08-08,"L9C","dose_1",0.7193
2021-08-08,"L9C","dose_2",0.6364
2021-08-08,"L9C","dose_3",NA
2021-08-08,"L9E","dose_1",0.6731
2021-08-08,"L9E","dose_2",0.592
2021-08-08,"L9E","dose_3",NA
2021-08-08,"L9G","dose_1",0.7503
2021-08-08,"L9G","dose_2",0.6965
2021-08-08,"L9G","dose_3",NA
2021-08-08,"L9H","dose_1",0.7694
2021-08-08,"L9H","dose_2",0.7154
2021-08-08,"L9H","dose_3",NA
2021-08-08,"L9J","dose_1",0.697
2021-08-08,"L9J","dose_2",0.6016
2021-08-08,"L9J","dose_3",NA
2021-08-08,"L9K","dose_1",0.7111
2021-08-08,"L9K","dose_2",0.6475
2021-08-08,"L9K","dose_3",NA
2021-08-08,"L9L","dose_1",0.7546
2021-08-08,"L9L","dose_2",0.7077
2021-08-08,"L9L","dose_3",NA
2021-08-08,"L9M","dose_1",0.7315
2021-08-08,"L9M","dose_2",0.6565
2021-08-08,"L9M","dose_3",NA
2021-08-08,"L9N","dose_1",0.6788
2021-08-08,"L9N","dose_2",0.6005
2021-08-08,"L9N","dose_3",NA
2021-08-08,"L9P","dose_1",0.7466
2021-08-08,"L9P","dose_2",0.6962
2021-08-08,"L9P","dose_3",NA
2021-08-08,"L9R","dose_1",0.6412
2021-08-08,"L9R","dose_2",0.5461
2021-08-08,"L9R","dose_3",NA
2021-08-08,"L9S","dose_1",0.6356
2021-08-08,"L9S","dose_2",0.5402
2021-08-08,"L9S","dose_3",NA
2021-08-08,"L9T","dose_1",0.6725
2021-08-08,"L9T","dose_2",0.5879
2021-08-08,"L9T","dose_3",NA
2021-08-08,"L9V","dose_1",0.6041
2021-08-08,"L9V","dose_2",0.5064
2021-08-08,"L9V","dose_3",NA
2021-08-08,"L9W","dose_1",0.6668
2021-08-08,"L9W","dose_2",0.5889
2021-08-08,"L9W","dose_3",NA
2021-08-08,"L9X","dose_1",0.7214
2021-08-08,"L9X","dose_2",0.6567
2021-08-08,"L9X","dose_3",NA
2021-08-08,"L9Y","dose_1",0.7437
2021-08-08,"L9Y","dose_2",0.6606
2021-08-08,"L9Y","dose_3",NA
2021-08-08,"L9Z","dose_1",0.711
2021-08-08,"L9Z","dose_2",0.6161
2021-08-08,"L9Z","dose_3",NA
2021-08-08,"M1B","dose_1",0.715
2021-08-08,"M1B","dose_2",0.6349
2021-08-08,"M1B","dose_3",NA
2021-08-08,"M1C","dose_1",0.7637
2021-08-08,"M1C","dose_2",0.7021
2021-08-08,"M1C","dose_3",NA
2021-08-08,"M1E","dose_1",0.6957
2021-08-08,"M1E","dose_2",0.6178
2021-08-08,"M1E","dose_3",NA
2021-08-08,"M1G","dose_1",0.73
2021-08-08,"M1G","dose_2",0.6342
2021-08-08,"M1G","dose_3",NA
2021-08-08,"M1H","dose_1",0.7414
2021-08-08,"M1H","dose_2",0.6619
2021-08-08,"M1H","dose_3",NA
2021-08-08,"M1J","dose_1",0.6787
2021-08-08,"M1J","dose_2",0.5883
2021-08-08,"M1J","dose_3",NA
2021-08-08,"M1K","dose_1",0.7101
2021-08-08,"M1K","dose_2",0.6219
2021-08-08,"M1K","dose_3",NA
2021-08-08,"M1L","dose_1",0.7039
2021-08-08,"M1L","dose_2",0.6296
2021-08-08,"M1L","dose_3",NA
2021-08-08,"M1M","dose_1",0.7386
2021-08-08,"M1M","dose_2",0.6673
2021-08-08,"M1M","dose_3",NA
2021-08-08,"M1N","dose_1",0.7433
2021-08-08,"M1N","dose_2",0.6794
2021-08-08,"M1N","dose_3",NA
2021-08-08,"M1P","dose_1",0.726
2021-08-08,"M1P","dose_2",0.6411
2021-08-08,"M1P","dose_3",NA
2021-08-08,"M1R","dose_1",0.6983
2021-08-08,"M1R","dose_2",0.6086
2021-08-08,"M1R","dose_3",NA
2021-08-08,"M1S","dose_1",0.7904
2021-08-08,"M1S","dose_2",0.7233
2021-08-08,"M1S","dose_3",NA
2021-08-08,"M1T","dose_1",0.7271
2021-08-08,"M1T","dose_2",0.6495
2021-08-08,"M1T","dose_3",NA
2021-08-08,"M1V","dose_1",0.8002
2021-08-08,"M1V","dose_2",0.7367
2021-08-08,"M1V","dose_3",NA
2021-08-08,"M1W","dose_1",0.7647
2021-08-08,"M1W","dose_2",0.6975
2021-08-08,"M1W","dose_3",NA
2021-08-08,"M1X","dose_1",0.7679
2021-08-08,"M1X","dose_2",0.6802
2021-08-08,"M1X","dose_3",NA
2021-08-08,"M2H","dose_1",0.7409
2021-08-08,"M2H","dose_2",0.6763
2021-08-08,"M2H","dose_3",NA
2021-08-08,"M2J","dose_1",0.7211
2021-08-08,"M2J","dose_2",0.6493
2021-08-08,"M2J","dose_3",NA
2021-08-08,"M2K","dose_1",0.7372
2021-08-08,"M2K","dose_2",0.6783
2021-08-08,"M2K","dose_3",NA
2021-08-08,"M2L","dose_1",0.7226
2021-08-08,"M2L","dose_2",0.6649
2021-08-08,"M2L","dose_3",NA
2021-08-08,"M2M","dose_1",0.7589
2021-08-08,"M2M","dose_2",0.6946
2021-08-08,"M2M","dose_3",NA
2021-08-08,"M2N","dose_1",0.7144
2021-08-08,"M2N","dose_2",0.6576
2021-08-08,"M2N","dose_3",NA
2021-08-08,"M2P","dose_1",0.727
2021-08-08,"M2P","dose_2",0.6789
2021-08-08,"M2P","dose_3",NA
2021-08-08,"M2R","dose_1",0.676
2021-08-08,"M2R","dose_2",0.6051
2021-08-08,"M2R","dose_3",NA
2021-08-08,"M3A","dose_1",0.677
2021-08-08,"M3A","dose_2",0.6019
2021-08-08,"M3A","dose_3",NA
2021-08-08,"M3B","dose_1",0.7374
2021-08-08,"M3B","dose_2",0.6895
2021-08-08,"M3B","dose_3",NA
2021-08-08,"M3C","dose_1",0.6876
2021-08-08,"M3C","dose_2",0.6098
2021-08-08,"M3C","dose_3",NA
2021-08-08,"M3H","dose_1",0.7053
2021-08-08,"M3H","dose_2",0.6384
2021-08-08,"M3H","dose_3",NA
2021-08-08,"M3J","dose_1",0.7548
2021-08-08,"M3J","dose_2",0.6437
2021-08-08,"M3J","dose_3",NA
2021-08-08,"M3K","dose_1",0.7252
2021-08-08,"M3K","dose_2",0.6379
2021-08-08,"M3K","dose_3",NA
2021-08-08,"M3L","dose_1",0.6942
2021-08-08,"M3L","dose_2",0.5983
2021-08-08,"M3L","dose_3",NA
2021-08-08,"M3M","dose_1",0.6828
2021-08-08,"M3M","dose_2",0.5943
2021-08-08,"M3M","dose_3",NA
2021-08-08,"M3N","dose_1",0.6309
2021-08-08,"M3N","dose_2",0.5273
2021-08-08,"M3N","dose_3",NA
2021-08-08,"M4A","dose_1",0.6962
2021-08-08,"M4A","dose_2",0.6216
2021-08-08,"M4A","dose_3",NA
2021-08-08,"M4B","dose_1",0.6806
2021-08-08,"M4B","dose_2",0.6107
2021-08-08,"M4B","dose_3",NA
2021-08-08,"M4C","dose_1",0.6901
2021-08-08,"M4C","dose_2",0.6225
2021-08-08,"M4C","dose_3",NA
2021-08-08,"M4E","dose_1",0.7419
2021-08-08,"M4E","dose_2",0.6985
2021-08-08,"M4E","dose_3",NA
2021-08-08,"M4G","dose_1",0.7707
2021-08-08,"M4G","dose_2",0.7327
2021-08-08,"M4G","dose_3",NA
2021-08-08,"M4H","dose_1",0.6184
2021-08-08,"M4H","dose_2",0.519
2021-08-08,"M4H","dose_3",NA
2021-08-08,"M4J","dose_1",0.7047
2021-08-08,"M4J","dose_2",0.6479
2021-08-08,"M4J","dose_3",NA
2021-08-08,"M4K","dose_1",0.7185
2021-08-08,"M4K","dose_2",0.6688
2021-08-08,"M4K","dose_3",NA
2021-08-08,"M4L","dose_1",0.7187
2021-08-08,"M4L","dose_2",0.6655
2021-08-08,"M4L","dose_3",NA
2021-08-08,"M4M","dose_1",0.7346
2021-08-08,"M4M","dose_2",0.6796
2021-08-08,"M4M","dose_3",NA
2021-08-08,"M4N","dose_1",0.757
2021-08-08,"M4N","dose_2",0.7102
2021-08-08,"M4N","dose_3",NA
2021-08-08,"M4P","dose_1",0.7509
2021-08-08,"M4P","dose_2",0.6868
2021-08-08,"M4P","dose_3",NA
2021-08-08,"M4R","dose_1",0.7668
2021-08-08,"M4R","dose_2",0.7111
2021-08-08,"M4R","dose_3",NA
2021-08-08,"M4S","dose_1",0.7524
2021-08-08,"M4S","dose_2",0.7007
2021-08-08,"M4S","dose_3",NA
2021-08-08,"M4T","dose_1",0.7597
2021-08-08,"M4T","dose_2",0.7106
2021-08-08,"M4T","dose_3",NA
2021-08-08,"M4V","dose_1",0.7571
2021-08-08,"M4V","dose_2",0.7034
2021-08-08,"M4V","dose_3",NA
2021-08-08,"M4W","dose_1",0.7436
2021-08-08,"M4W","dose_2",0.6872
2021-08-08,"M4W","dose_3",NA
2021-08-08,"M4X","dose_1",0.7227
2021-08-08,"M4X","dose_2",0.6543
2021-08-08,"M4X","dose_3",NA
2021-08-08,"M4Y","dose_1",0.7821
2021-08-08,"M4Y","dose_2",0.7183
2021-08-08,"M4Y","dose_3",NA
2021-08-08,"M5A","dose_1",0.7362
2021-08-08,"M5A","dose_2",0.6654
2021-08-08,"M5A","dose_3",NA
2021-08-08,"M5B","dose_1",0.8084
2021-08-08,"M5B","dose_2",0.7237
2021-08-08,"M5B","dose_3",NA
2021-08-08,"M5C","dose_1",0.723
2021-08-08,"M5C","dose_2",0.67
2021-08-08,"M5C","dose_3",NA
2021-08-08,"M5E","dose_1",0.749
2021-08-08,"M5E","dose_2",0.6929
2021-08-08,"M5E","dose_3",NA
2021-08-08,"M5G","dose_1",0.6856
2021-08-08,"M5G","dose_2",0.6204
2021-08-08,"M5G","dose_3",NA
2021-08-08,"M5H","dose_1",0.6863
2021-08-08,"M5H","dose_2",0.6159
2021-08-08,"M5H","dose_3",NA
2021-08-08,"M5J","dose_1",0.722
2021-08-08,"M5J","dose_2",0.6597
2021-08-08,"M5J","dose_3",NA
2021-08-08,"M5M","dose_1",0.7491
2021-08-08,"M5M","dose_2",0.7079
2021-08-08,"M5M","dose_3",NA
2021-08-08,"M5N","dose_1",0.6998
2021-08-08,"M5N","dose_2",0.6414
2021-08-08,"M5N","dose_3",NA
2021-08-08,"M5P","dose_1",0.7584
2021-08-08,"M5P","dose_2",0.7058
2021-08-08,"M5P","dose_3",NA
2021-08-08,"M5R","dose_1",0.7346
2021-08-08,"M5R","dose_2",0.6735
2021-08-08,"M5R","dose_3",NA
2021-08-08,"M5S","dose_1",0.733
2021-08-08,"M5S","dose_2",0.6592
2021-08-08,"M5S","dose_3",NA
2021-08-08,"M5T","dose_1",0.7575
2021-08-08,"M5T","dose_2",0.6786
2021-08-08,"M5T","dose_3",NA
2021-08-08,"M5V","dose_1",0.7477
2021-08-08,"M5V","dose_2",0.6831
2021-08-08,"M5V","dose_3",NA
2021-08-08,"M6A","dose_1",0.6476
2021-08-08,"M6A","dose_2",0.5694
2021-08-08,"M6A","dose_3",NA
2021-08-08,"M6B","dose_1",0.6799
2021-08-08,"M6B","dose_2",0.606
2021-08-08,"M6B","dose_3",NA
2021-08-08,"M6C","dose_1",0.7203
2021-08-08,"M6C","dose_2",0.6622
2021-08-08,"M6C","dose_3",NA
2021-08-08,"M6E","dose_1",0.7108
2021-08-08,"M6E","dose_2",0.6207
2021-08-08,"M6E","dose_3",NA
2021-08-08,"M6G","dose_1",0.7408
2021-08-08,"M6G","dose_2",0.686
2021-08-08,"M6G","dose_3",NA
2021-08-08,"M6H","dose_1",0.7423
2021-08-08,"M6H","dose_2",0.6712
2021-08-08,"M6H","dose_3",NA
2021-08-08,"M6J","dose_1",0.7379
2021-08-08,"M6J","dose_2",0.6744
2021-08-08,"M6J","dose_3",NA
2021-08-08,"M6K","dose_1",0.7273
2021-08-08,"M6K","dose_2",0.6554
2021-08-08,"M6K","dose_3",NA
2021-08-08,"M6L","dose_1",0.6745
2021-08-08,"M6L","dose_2",0.5857
2021-08-08,"M6L","dose_3",NA
2021-08-08,"M6M","dose_1",0.639
2021-08-08,"M6M","dose_2",0.5446
2021-08-08,"M6M","dose_3",NA
2021-08-08,"M6N","dose_1",0.6765
2021-08-08,"M6N","dose_2",0.5876
2021-08-08,"M6N","dose_3",NA
2021-08-08,"M6P","dose_1",0.7061
2021-08-08,"M6P","dose_2",0.6475
2021-08-08,"M6P","dose_3",NA
2021-08-08,"M6R","dose_1",0.7205
2021-08-08,"M6R","dose_2",0.672
2021-08-08,"M6R","dose_3",NA
2021-08-08,"M6S","dose_1",0.7053
2021-08-08,"M6S","dose_2",0.6573
2021-08-08,"M6S","dose_3",NA
2021-08-08,"M8V","dose_1",0.6965
2021-08-08,"M8V","dose_2",0.6265
2021-08-08,"M8V","dose_3",NA
2021-08-08,"M8W","dose_1",0.6755
2021-08-08,"M8W","dose_2",0.6082
2021-08-08,"M8W","dose_3",NA
2021-08-08,"M8X","dose_1",0.7807
2021-08-08,"M8X","dose_2",0.7413
2021-08-08,"M8X","dose_3",NA
2021-08-08,"M8Y","dose_1",0.6484
2021-08-08,"M8Y","dose_2",0.5888
2021-08-08,"M8Y","dose_3",NA
2021-08-08,"M8Z","dose_1",0.7181
2021-08-08,"M8Z","dose_2",0.6588
2021-08-08,"M8Z","dose_3",NA
2021-08-08,"M9A","dose_1",0.7124
2021-08-08,"M9A","dose_2",0.6513
2021-08-08,"M9A","dose_3",NA
2021-08-08,"M9B","dose_1",0.6921
2021-08-08,"M9B","dose_2",0.6322
2021-08-08,"M9B","dose_3",NA
2021-08-08,"M9C","dose_1",0.6795
2021-08-08,"M9C","dose_2",0.6114
2021-08-08,"M9C","dose_3",NA
2021-08-08,"M9L","dose_1",0.6948
2021-08-08,"M9L","dose_2",0.5887
2021-08-08,"M9L","dose_3",NA
2021-08-08,"M9M","dose_1",0.6705
2021-08-08,"M9M","dose_2",0.5699
2021-08-08,"M9M","dose_3",NA
2021-08-08,"M9N","dose_1",0.6221
2021-08-08,"M9N","dose_2",0.5336
2021-08-08,"M9N","dose_3",NA
2021-08-08,"M9P","dose_1",0.6601
2021-08-08,"M9P","dose_2",0.587
2021-08-08,"M9P","dose_3",NA
2021-08-08,"M9R","dose_1",0.6459
2021-08-08,"M9R","dose_2",0.557
2021-08-08,"M9R","dose_3",NA
2021-08-08,"M9V","dose_1",0.6597
2021-08-08,"M9V","dose_2",0.55
2021-08-08,"M9V","dose_3",NA
2021-08-08,"M9W","dose_1",0.6779
2021-08-08,"M9W","dose_2",0.5791
2021-08-08,"M9W","dose_3",NA
2021-08-08,"N0A","dose_1",0.6232
2021-08-08,"N0A","dose_2",0.562
2021-08-08,"N0A","dose_3",NA
2021-08-08,"N0B","dose_1",0.6937
2021-08-08,"N0B","dose_2",0.6321
2021-08-08,"N0B","dose_3",NA
2021-08-08,"N0C","dose_1",0.6282
2021-08-08,"N0C","dose_2",0.5447
2021-08-08,"N0C","dose_3",NA
2021-08-08,"N0E","dose_1",0.6439
2021-08-08,"N0E","dose_2",0.5703
2021-08-08,"N0E","dose_3",NA
2021-08-08,"N0G","dose_1",0.6108
2021-08-08,"N0G","dose_2",0.5448
2021-08-08,"N0G","dose_3",NA
2021-08-08,"N0H","dose_1",0.7303
2021-08-08,"N0H","dose_2",0.6691
2021-08-08,"N0H","dose_3",NA
2021-08-08,"N0J","dose_1",0.5354
2021-08-08,"N0J","dose_2",0.4579
2021-08-08,"N0J","dose_3",NA
2021-08-08,"N0K","dose_1",0.5883
2021-08-08,"N0K","dose_2",0.517
2021-08-08,"N0K","dose_3",NA
2021-08-08,"N0L","dose_1",0.6789
2021-08-08,"N0L","dose_2",0.5968
2021-08-08,"N0L","dose_3",NA
2021-08-08,"N0M","dose_1",0.6981
2021-08-08,"N0M","dose_2",0.6222
2021-08-08,"N0M","dose_3",NA
2021-08-08,"N0N","dose_1",0.6744
2021-08-08,"N0N","dose_2",0.6172
2021-08-08,"N0N","dose_3",NA
2021-08-08,"N0P","dose_1",0.5994
2021-08-08,"N0P","dose_2",0.5358
2021-08-08,"N0P","dose_3",NA
2021-08-08,"N0R","dose_1",0.6612
2021-08-08,"N0R","dose_2",0.5957
2021-08-08,"N0R","dose_3",NA
2021-08-08,"N1A","dose_1",0.5974
2021-08-08,"N1A","dose_2",0.5282
2021-08-08,"N1A","dose_3",NA
2021-08-08,"N1C","dose_1",0.785
2021-08-08,"N1C","dose_2",0.7439
2021-08-08,"N1C","dose_3",NA
2021-08-08,"N1E","dose_1",0.7072
2021-08-08,"N1E","dose_2",0.6419
2021-08-08,"N1E","dose_3",NA
2021-08-08,"N1G","dose_1",0.76
2021-08-08,"N1G","dose_2",0.6966
2021-08-08,"N1G","dose_3",NA
2021-08-08,"N1H","dose_1",0.7072
2021-08-08,"N1H","dose_2",0.6361
2021-08-08,"N1H","dose_3",NA
2021-08-08,"N1K","dose_1",0.7654
2021-08-08,"N1K","dose_2",0.6973
2021-08-08,"N1K","dose_3",NA
2021-08-08,"N1L","dose_1",0.7471
2021-08-08,"N1L","dose_2",0.6838
2021-08-08,"N1L","dose_3",NA
2021-08-08,"N1M","dose_1",0.7133
2021-08-08,"N1M","dose_2",0.6589
2021-08-08,"N1M","dose_3",NA
2021-08-08,"N1P","dose_1",0.6497
2021-08-08,"N1P","dose_2",0.5701
2021-08-08,"N1P","dose_3",NA
2021-08-08,"N1R","dose_1",0.6489
2021-08-08,"N1R","dose_2",0.5541
2021-08-08,"N1R","dose_3",NA
2021-08-08,"N1S","dose_1",0.7065
2021-08-08,"N1S","dose_2",0.6303
2021-08-08,"N1S","dose_3",NA
2021-08-08,"N1T","dose_1",0.7065
2021-08-08,"N1T","dose_2",0.6253
